indice_tiempo,reservas_internacionales_bcra_saldos,reservas_internacionales_bcra_prom_mensual_de_saldos_diarios,tipo_de_cambio_moneda_de_cada_momento,tipo_de_cambio_en_pesos_equivalentes,agregados_monetarios_en_pesos_bym_totales,agregados_monetarios_en_pesos_bym_en_circulacion,agregados_monetarios_en_pesos_bym_en_entidades,agregados_monetarios_en_pesos_bm,agregados_monetarios_en_pesos_m1,agregados_monetarios_en_pesos_m2,agregados_monetarios_en_pesos_m3,agregados_usd_m1,agregados_usd_m2,agregados_usd_m3,prestamos_totales_total,prestamos_totales_pesos,prestamos_totales_usd,prestamos_al_sector_privado_total,prestamos_al_sector_privado_pesos,prestamos_al_sector_privado_usd,prestamos_al_sector_publico_total,prestamos_al_sector_publico_pesos,prestamos_al_sector_publico_usd,depositos_totales_total,depositos_totales_pesos,depositos_totales_usd,depositos_al_sector_privado_total,depositos_al_sector_privado_pesos,depositos_al_sector_privado_usd,depositos_al_sector_publico_total,depositos_al_sector_publico_pesos,depositos_al_sector_publico_usd,tasa_interes_deposito_caja_de_ahorro_pesos,tasa_interes_deposito_caja_de_ahorro_usd,tasa_interes_deposito_plazo_fijo_30_59d_pesos,tasa_interes_deposito_plazo_fijo_30_59d_usd,tasa_interes_obligaciones_entidades_financieras_exterior,tasa_interes_prestamos_interfinancieros_hasta_15d_pesos,tasa_interes_prestamos_interfinancieros_hasta_15d_plazo_usd,tasa_interes_prestamos_empresas_primera_linea_30d_pesos,tasa_interes_prestamos_empresas_primera_linea_30d_plazo_usd,tasa_interes_adelantos_en_cc_sect_priv_no_financiero_pesos,tasa_interes_adelantos_en_cc_al_sect_priv_no_financiero_usd,tasa_interes_prestamos_hipot_sect_priv_5_10_anios_pesos,tasa_interes_prestamos_hipotecarios_sect_priv_5_10_anios_usd
1975-05-01,688.7,,15.1,1.5100000000000002e-10,5.8759e-07,4.4752e-07,1.4007000000000004e-07,8.0311e-07,1.2037900000000002e-06,1.7055900000000002e-06,2.2364300000000003e-06,,,,2.3695200000000005e-06,2.3181000000000003e-06,5.1420000000000006e-08,1.4515300000000002e-06,1.4001100000000002e-06,5.1420000000000006e-08,9.179900000000001e-07,9.179900000000001e-07,,1.7126600000000003e-06,1.7126600000000003e-06,,1.4169500000000003e-06,1.4169500000000003e-06,,2.9571000000000005e-07,2.9571000000000005e-07,,,,25.2,,,,,,,,,,
1975-06-01,657.7,,30.09,3.009e-10,6.555500000000001e-07,4.926700000000001e-07,1.6288000000000001e-07,8.838800000000001e-07,1.3345700000000001e-06,1.82503e-06,2.38377e-06,,,,2.5441099999999998e-06,2.4493100000000003e-06,9.480000000000002e-08,1.55906e-06,1.46426e-06,9.480000000000002e-08,9.8505e-07,9.8505e-07,,1.81851e-06,1.81851e-06,,1.49025e-06,1.49025e-06,,3.2826000000000006e-07,3.2826000000000006e-07,,,,32.64,,,,,,,,,,
1975-07-01,589.8,,35.5,3.55e-10,7.3669e-07,5.4432e-07,1.9237000000000002e-07,1.01971e-06,1.4318500000000001e-06,1.9096500000000004e-06,2.5633e-06,,,,2.77552e-06,2.6473199999999998e-06,1.282e-07,1.6721e-06,1.5439e-06,1.282e-07,1.10342e-06,1.10342e-06,,1.93283e-06,1.93283e-06,,1.58163e-06,1.58163e-06,,3.512e-07,3.512e-07,,,,42.48,,,,,,,,,,
1975-08-01,496.7,,63.18,6.318e-10,8.265900000000001e-07,6.342100000000001e-07,1.9238000000000003e-07,1.1513700000000001e-06,1.6336500000000002e-06,2.1274800000000003e-06,2.854e-06,,,,3.1372000000000002e-06,2.9650700000000002e-06,1.7213e-07,1.8967600000000002e-06,1.7246300000000002e-06,1.7213e-07,1.2404400000000003e-06,1.2404400000000003e-06,,2.1444e-06,2.1444e-06,,1.7401800000000004e-06,1.7401800000000004e-06,,4.0422e-07,4.0422e-07,,,,43.56,,,,,,,,,,
1975-09-01,500.2,,66.69,6.669e-10,9.190300000000001e-07,6.958200000000001e-07,2.2321000000000002e-07,1.3945800000000002e-06,1.9461900000000003e-06,2.45923e-06,3.25101e-06,,,,3.5863000000000003e-06,3.3953300000000003e-06,1.9097000000000002e-07,2.15945e-06,1.96848e-06,1.9097000000000002e-07,1.4268500000000002e-06,1.4268500000000002e-06,,2.4733000000000005e-06,2.4733000000000005e-06,,1.9718900000000003e-06,1.9718900000000003e-06,,5.0141e-07,5.0141e-07,,,,44.52,,,,,,,,,,
1975-10-01,568.2,,68.99,6.899000000000001e-10,1.0517200000000002e-06,7.9321e-07,2.5851e-07,1.56889e-06,2.1860000000000003e-06,2.71117e-06,3.6037300000000003e-06,,,,4.129610000000001e-06,3.91841e-06,2.1120000000000004e-07,2.4882300000000006e-06,2.2770300000000004e-06,2.1120000000000004e-07,1.6413800000000002e-06,1.6413800000000002e-06,,2.7466200000000002e-06,2.7466200000000002e-06,,2.1765000000000003e-06,2.1765000000000003e-06,,5.701200000000001e-07,5.701200000000001e-07,,,,47.64,,,,,,,,,,
1975-11-01,599.3,,75.3,7.530000000000001e-10,1.2158200000000002e-06,8.771200000000002e-07,3.3870000000000004e-07,1.7704400000000003e-06,2.4291200000000003e-06,2.9919200000000002e-06,3.97528e-06,,,,4.59814e-06,4.36418e-06,2.3396000000000004e-07,2.73465e-06,2.50069e-06,2.3396000000000004e-07,1.8634900000000002e-06,1.8634900000000002e-06,,3.03539e-06,3.03539e-06,,2.39611e-06,2.39611e-06,,6.3928e-07,6.3928e-07,,,,53.16,,,,,,,,,,
1975-12-01,617.7,,86.62,8.662000000000002e-10,1.61729e-06,1.2343600000000002e-06,3.8293000000000005e-07,2.3389e-06,3.0337400000000005e-06,3.6883700000000006e-06,4.807480000000001e-06,,,,5.48199e-06,5.193760000000001e-06,2.8823000000000003e-07,3.0725900000000006e-06,2.7843600000000006e-06,2.8823000000000003e-07,2.4094e-06,2.4094e-06,,3.5285000000000006e-06,3.5285000000000006e-06,,2.8101600000000004e-06,2.8101600000000004e-06,,7.183400000000001e-07,7.183400000000001e-07,,,,68.76,,,,,,,,,,
1976-01-01,651.1,,197.0,1.97e-09,1.6643800000000002e-06,1.24673e-06,4.1765000000000004e-07,2.62929e-06,3.47144e-06,4.206230000000001e-06,5.4198e-06,,,,6.107510000000001e-06,5.825460000000001e-06,2.8205e-07,3.2205500000000004e-06,2.9385000000000003e-06,2.8205e-07,2.8869600000000002e-06,2.8869600000000002e-06,,4.11877e-06,4.11877e-06,,3.1597400000000003e-06,3.1597400000000003e-06,,9.5903e-07,9.5903e-07,,,,65.04,,,,,,,,,,
1976-02-01,612.3,,242.0,2.4200000000000003e-09,1.8964600000000003e-06,1.4473800000000002e-06,4.4908000000000005e-07,2.9648100000000002e-06,3.7740000000000006e-06,4.556870000000001e-06,5.951950000000001e-06,,,,6.77165e-06,6.44943e-06,3.2222e-07,3.54506e-06,3.22284e-06,3.2222e-07,3.2265900000000003e-06,3.2265900000000003e-06,,4.43941e-06,4.43941e-06,,3.457e-06,3.457e-06,,9.824100000000002e-07,9.824100000000002e-07,,,,68.52,,,,,,,,,,
1976-03-01,711.0,,293.0,2.9300000000000004e-09,2.0858100000000003e-06,1.4915200000000002e-06,5.942900000000001e-07,3.5403300000000006e-06,4.36993e-06,5.19987e-06,6.7539700000000005e-06,,,,7.74963e-06,7.234180000000001e-06,5.154500000000001e-07,4.03293e-06,3.5174800000000005e-06,5.154500000000001e-07,3.7167000000000003e-06,3.7167000000000003e-06,,5.21142e-06,5.21142e-06,,4.0069000000000005e-06,4.0069000000000005e-06,,1.20452e-06,1.20452e-06,,,,74.16,,,,,,,,,,
1976-04-01,743.1,,240.0,2.4000000000000004e-09,2.2574800000000003e-06,1.6339500000000003e-06,6.2353e-07,4.07124e-06,5.045890000000001e-06,5.92792e-06,7.602010000000001e-06,,,,8.458480000000002e-06,7.946240000000001e-06,5.1224e-07,4.370610000000001e-06,3.858370000000001e-06,5.1224e-07,4.087870000000001e-06,4.087870000000001e-06,,5.8745400000000005e-06,5.8745400000000005e-06,,4.30752e-06,4.30752e-06,,1.5670200000000001e-06,1.5670200000000001e-06,,,,78.84,,,,,,,,,,
1976-05-01,1021.8,,252.0,2.5200000000000004e-09,2.52685e-06,1.7786100000000003e-06,7.482400000000001e-07,4.746630000000001e-06,5.74155e-06,6.830940000000001e-06,8.867620000000001e-06,,,,9.03374e-06,8.509070000000001e-06,5.2467e-07,4.80365e-06,4.27898e-06,5.2467e-07,4.2300900000000005e-06,4.2300900000000005e-06,,6.890990000000001e-06,6.890990000000001e-06,,5.2484000000000004e-06,5.2484000000000004e-06,,1.6425900000000003e-06,1.6425900000000003e-06,,,,87.0,,,,,,,,,,
1976-06-01,1091.5,,252.0,2.5200000000000004e-09,2.7932e-06,1.9472800000000003e-06,8.459200000000002e-07,5.7565700000000005e-06,6.7211700000000006e-06,7.985640000000001e-06,1.0925050000000001e-05,,,,1.057103e-05,9.92944e-06,6.415900000000001e-07,5.90904e-06,5.26745e-06,6.415900000000001e-07,4.6619900000000006e-06,4.6619900000000006e-06,,8.496580000000001e-06,8.496580000000001e-06,,6.654660000000001e-06,6.654660000000001e-06,,1.8419200000000002e-06,1.8419200000000002e-06,,,,68.88,,,,,,,,,,
1976-07-01,1168.3,,252.0,2.5200000000000004e-09,3.1055200000000003e-06,2.2521700000000002e-06,8.533500000000001e-07,6.61657e-06,7.617190000000001e-06,9.09951e-06,1.2573380000000001e-05,,,,1.180026e-05,1.1141690000000001e-05,6.585700000000001e-07,6.631440000000001e-06,5.9728700000000005e-06,6.585700000000001e-07,5.16882e-06,5.16882e-06,,9.73444e-06,9.73444e-06,,7.38421e-06,7.38421e-06,,2.3502300000000004e-06,2.3502300000000004e-06,,,,59.52,,,,,,,,,,
1976-08-01,1294.5,,244.5,2.445e-09,3.38305e-06,2.3513600000000002e-06,1.03169e-06,7.377320000000001e-06,8.46259e-06,1.019002e-05,1.4088470000000002e-05,,,,1.3214880000000003e-05,1.2520350000000003e-05,6.945300000000001e-07,7.618240000000001e-06,6.923710000000001e-06,6.945300000000001e-07,5.596640000000001e-06,5.596640000000001e-06,,1.108922e-05,1.108922e-05,,8.44828e-06,8.44828e-06,,2.6409400000000002e-06,2.6409400000000002e-06,,,,54.0,,,,,,,,,,
1976-09-01,1223.6,,252.0,2.5200000000000004e-09,3.5345e-06,2.53251e-06,1.0019900000000003e-06,7.84672e-06,9.13765e-06,1.1011070000000002e-05,1.55648e-05,,,,1.4839460000000001e-05,1.4075970000000002e-05,7.634900000000001e-07,8.903870000000001e-06,8.140380000000001e-06,7.634900000000001e-07,5.9355900000000005e-06,5.9355900000000005e-06,,1.247411e-05,1.247411e-05,,9.24614e-06,9.24614e-06,,3.2279700000000003e-06,3.2279700000000003e-06,,,,61.8,,,,,,,,,,
1976-10-01,1134.3,,252.0,2.5200000000000004e-09,3.934870000000001e-06,2.8146200000000003e-06,1.1202500000000002e-06,8.08482e-06,9.69228e-06,1.177776e-05,1.705393e-05,,,,1.665164e-05,1.580847e-05,8.4317e-07,1.0452560000000001e-05,9.60939e-06,8.4317e-07,6.19908e-06,6.19908e-06,,1.3766570000000003e-05,1.3766570000000003e-05,,9.945400000000001e-06,9.945400000000001e-06,,3.82117e-06,3.82117e-06,,,,69.36,,,,,,,,,,
1976-11-01,988.5,,264.0,2.6400000000000004e-09,4.32045e-06,2.9092300000000004e-06,1.41122e-06,8.753900000000001e-06,9.973230000000002e-06,1.247174e-05,1.890981e-05,,,,1.8793560000000003e-05,1.7679510000000003e-05,1.1140500000000002e-06,1.2364190000000002e-05,1.1250140000000002e-05,1.1140500000000002e-06,6.42937e-06,6.42937e-06,,1.5773640000000004e-05,1.5773640000000004e-05,,1.1857840000000001e-05,1.1857840000000001e-05,,3.915800000000001e-06,3.915800000000001e-06,,,,70.92,,,,,,,,,,
1976-12-01,1771.9,,277.0,2.77e-09,5.624950000000001e-06,4.087990000000001e-06,1.53696e-06,1.0298850000000002e-05,1.177791e-05,1.439641e-05,2.1740730000000002e-05,,,,2.0657830000000003e-05,1.9385380000000004e-05,1.27245e-06,1.3819620000000002e-05,1.2547170000000002e-05,1.27245e-06,6.838210000000001e-06,6.838210000000001e-06,,1.681506e-05,1.681506e-05,,1.3002350000000001e-05,1.3002350000000001e-05,,3.8127100000000006e-06,3.8127100000000006e-06,,,,77.04,,,,,,,,,,
1977-01-01,1823.5,,295.0,2.9500000000000004e-09,5.8252000000000006e-06,3.85133e-06,1.9738700000000003e-06,1.0807570000000003e-05,1.2132430000000001e-05,1.472711e-05,2.334631e-05,,,,2.258098e-05,2.1259860000000003e-05,1.32112e-06,1.4965410000000001e-05,1.3644290000000002e-05,1.32112e-06,7.615570000000001e-06,7.615570000000001e-06,,1.864562e-05,1.864562e-05,,1.4124810000000001e-05,1.4124810000000001e-05,,4.520810000000001e-06,4.520810000000001e-06,,,,80.52,,,,,,,,,,
1977-02-01,1928.7,,315.0,3.1500000000000005e-09,6.265940000000001e-06,4.05958e-06,2.20636e-06,1.183654e-05,1.338085e-05,1.608615e-05,2.5631090000000002e-05,,,,2.4675620000000003e-05,2.3164470000000003e-05,1.5111500000000001e-06,1.6381060000000002e-05,1.486991e-05,1.5111500000000001e-06,8.29456e-06,8.29456e-06,,2.0616070000000002e-05,2.0616070000000002e-05,,1.562268e-05,1.562268e-05,,4.9933900000000005e-06,4.9933900000000005e-06,,,,80.52,,,,,,,,,,
1977-03-01,2009.9,,339.0,3.3900000000000005e-09,6.9122600000000005e-06,4.1604200000000006e-06,2.75184e-06,1.2699530000000001e-05,1.3848330000000001e-05,1.6722720000000003e-05,2.8086790000000003e-05,,,,2.7404660000000003e-05,2.5710590000000003e-05,1.6940700000000002e-06,1.8295270000000002e-05,1.6601200000000003e-05,1.6940700000000002e-06,9.10939e-06,9.10939e-06,,2.288213e-05,2.288213e-05,,1.747849e-05,1.747849e-05,,5.4036400000000005e-06,5.4036400000000005e-06,,,,79.44,,,,,,,,,,
1977-04-01,2180.8,,355.0,3.5500000000000004e-09,7.724920000000001e-06,4.985800000000001e-06,2.7391200000000003e-06,1.4498030000000001e-05,1.582906e-05,1.903535e-05,3.22278e-05,,,,3.098103e-05,2.903798e-05,1.94305e-06,2.069021e-05,1.874716e-05,1.94305e-06,1.0290820000000001e-05,1.0290820000000001e-05,,2.626366e-05,2.626366e-05,,2.056356e-05,2.056356e-05,,5.700100000000001e-06,5.700100000000001e-06,,,,75.96,,,,,,,,,,
1977-05-01,2354.3,,375.0,3.7500000000000005e-09,8.57922e-06,5.247560000000001e-06,3.3316600000000004e-06,1.65171e-05,1.7620780000000004e-05,2.181021e-05,3.735515e-05,,,,3.562594e-05,3.3356880000000004e-05,2.26906e-06,2.4096400000000002e-05,2.1827340000000003e-05,2.26906e-06,1.1529540000000001e-05,1.1529540000000001e-05,,3.122688e-05,3.122688e-05,,2.474097e-05,2.474097e-05,,6.485910000000001e-06,6.485910000000001e-06,,,,71.88,,,,,,,,,,
1977-06-01,2425.4,,393.0,3.93e-09,9.490530000000002e-06,5.9327200000000005e-06,3.5578100000000003e-06,2.214222e-05,1.906733e-05,2.3356560000000003e-05,4.0775530000000005e-05,,,,4.108456e-05,3.8586640000000004e-05,2.49792e-06,2.812561e-05,2.562769e-05,2.49792e-06,1.2958950000000002e-05,1.2958950000000002e-05,,3.4919620000000005e-05,3.4919620000000005e-05,,2.7863540000000005e-05,2.7863540000000005e-05,,7.05608e-06,7.05608e-06,,,,73.56,,,,,,,,,,
1977-07-01,2658.9,,417.0,4.17e-09,1.025335e-05,6.320200000000001e-06,3.933150000000001e-06,2.4321060000000004e-05,2.0613840000000002e-05,2.4984060000000004e-05,4.5008730000000004e-05,,,,4.6434130000000005e-05,4.3683620000000004e-05,2.75051e-06,3.1610890000000005e-05,2.8860380000000004e-05,2.75051e-06,1.4823240000000002e-05,1.4823240000000002e-05,,3.93968e-05,3.93968e-05,,3.115171e-05,3.115171e-05,,8.245090000000001e-06,8.245090000000001e-06,,,,79.68,,,,,,,,,,
1977-08-01,2926.8,,440.0,4.4000000000000005e-09,1.062684e-05,6.355740000000001e-06,4.2711000000000005e-06,2.610261e-05,2.196064e-05,2.6256260000000002e-05,4.936186e-05,,,,5.138073000000001e-05,4.830842e-05,3.0723100000000005e-06,3.5683900000000006e-05,3.2611590000000004e-05,3.0723100000000005e-06,1.569683e-05,1.569683e-05,,4.420541000000001e-05,4.420541000000001e-05,,3.462249000000001e-05,3.462249000000001e-05,,9.58292e-06,9.58292e-06,,,,88.08,,,,,,,,,,
1977-09-01,3133.4,,475.0,4.75e-09,1.130078e-05,6.84852e-06,4.452260000000001e-06,2.718248e-05,2.3247860000000002e-05,2.7422500000000004e-05,5.3096260000000006e-05,,,,5.597239000000001e-05,5.2581390000000004e-05,3.3910000000000007e-06,3.991676000000001e-05,3.6525760000000006e-05,3.3910000000000007e-06,1.605563e-05,1.605563e-05,,4.792891e-05,4.792891e-05,,3.7568290000000003e-05,3.7568290000000003e-05,,1.036062e-05,1.036062e-05,,,,96.48,,,,,,,,,,
1977-10-01,3448.1,,515.0,5.150000000000001e-09,1.1843670000000001e-05,6.818130000000001e-06,5.025540000000001e-06,2.9405010000000005e-05,2.4137720000000002e-05,2.8307750000000004e-05,5.690864000000001e-05,,,,6.134815e-05,5.7425260000000005e-05,3.92289e-06,4.409876e-05,4.017587e-05,3.92289e-06,1.724939e-05,1.724939e-05,,5.192063000000001e-05,5.192063000000001e-05,,4.0767880000000005e-05,4.0767880000000005e-05,,1.1152750000000001e-05,1.1152750000000001e-05,,,,112.2,,,,,,,,,,
1977-11-01,3559.5,,559.0,5.590000000000001e-09,1.2995630000000002e-05,7.323050000000001e-06,5.672580000000001e-06,3.0443770000000003e-05,2.6525980000000005e-05,3.107923e-05,6.242372e-05,,,,6.837793000000001e-05,6.309474e-05,5.283190000000001e-06,4.847571000000001e-05,4.3192520000000005e-05,5.283190000000001e-06,1.9902220000000002e-05,1.9902220000000002e-05,,5.7325430000000014e-05,5.7325430000000014e-05,,4.390318000000001e-05,4.390318000000001e-05,,1.3422250000000002e-05,1.3422250000000002e-05,,,,123.24,,,,,,,,,,
1977-12-01,3862.4,,599.0,5.99e-09,1.528085e-05,1.0561810000000002e-05,4.71904e-06,3.6000930000000005e-05,2.9540300000000002e-05,3.347761000000001e-05,6.992041000000001e-05,,,,7.4338e-05,6.819912000000001e-05,6.13888e-06,5.2256930000000007e-05,4.6118050000000005e-05,6.13888e-06,2.2081070000000002e-05,2.2081070000000002e-05,,6.226316000000001e-05,6.226316000000001e-05,,4.9692690000000006e-05,4.9692690000000006e-05,,1.2570470000000002e-05,1.2570470000000002e-05,,,,126.6,,,,,,,,,,
1978-01-01,4397.6,,643.0,6.43e-09,1.5575090000000002e-05,9.821320000000002e-06,5.75377e-06,3.835546e-05,3.224456e-05,3.62839e-05,7.835139000000001e-05,,,,8.189459e-05,7.425644e-05,7.63815e-06,5.591753e-05,4.827938e-05,7.63815e-06,2.5977060000000003e-05,2.5977060000000003e-05,,7.048431e-05,7.048431e-05,,5.5813420000000005e-05,5.5813420000000005e-05,,1.4670890000000001e-05,1.4670890000000001e-05,,,,123.48,,,,,,,,,,
1978-02-01,4838.6,,683.0,6.830000000000001e-09,1.6797410000000004e-05,1.0469630000000001e-05,6.327780000000001e-06,4.137701000000001e-05,3.420218000000001e-05,3.889453e-05,8.519432e-05,,,,8.957042000000001e-05,8.061558000000001e-05,8.95484e-06,6.029455000000001e-05,5.1339710000000007e-05,8.95484e-06,2.9275870000000003e-05,2.9275870000000003e-05,,7.757283000000001e-05,7.757283000000001e-05,,6.189437000000001e-05,6.189437000000001e-05,,1.567846e-05,1.567846e-05,,,,97.8,,,,,,,,,,
1978-03-01,4975.9,,723.0,7.230000000000001e-09,1.7341820000000002e-05,1.1378660000000002e-05,5.9631600000000005e-06,4.33464e-05,3.6298990000000005e-05,4.185531e-05,9.103960000000001e-05,,,,9.930960000000002e-05,8.775527000000001e-05,1.1554330000000003e-05,6.635154000000001e-05,5.4797210000000005e-05,1.1554330000000003e-05,3.295806e-05,3.295806e-05,,8.372819000000002e-05,8.372819000000002e-05,,6.642173000000002e-05,6.642173000000002e-05,,1.730646e-05,1.730646e-05,,,,84.6,,,,,,,,,,
1978-04-01,5205.4,,763.0,7.630000000000001e-09,1.7999740000000003e-05,1.229685e-05,5.702890000000001e-06,4.605359000000001e-05,3.919840000000001e-05,4.525288000000001e-05,9.946289000000001e-05,,,,0.00010972479000000001,9.704217000000001e-05,1.2682620000000003e-05,7.308455e-05,6.0401930000000004e-05,1.2682620000000003e-05,3.6640240000000005e-05,3.6640240000000005e-05,,9.196522e-05,9.196522e-05,,7.371318e-05,7.371318e-05,,1.825204e-05,1.825204e-05,,,,80.76,,,,,,,,,,
1978-05-01,5707.3,,780.0,7.8e-09,1.977914e-05,1.3242200000000002e-05,6.53694e-06,5.187787000000001e-05,4.374692e-05,5.079982e-05,0.00010996839000000002,,,,0.0001166173,0.00010356008000000001,1.305722e-05,7.776449e-05,6.470727000000001e-05,1.305722e-05,3.885281e-05,3.885281e-05,,0.00010141331000000001,0.00010141331000000001,,8.098879e-05,8.098879e-05,,2.0424520000000002e-05,2.0424520000000002e-05,,,,82.68,,,,,,,,,,
1978-06-01,5539.8,,792.0,7.92e-09,2.202296e-05,1.5881520000000002e-05,6.1414400000000004e-06,5.4247960000000004e-05,4.837196e-05,5.563980000000001e-05,0.00012263052000000002,,,,0.00012855889000000002,0.00011524790000000001,1.3310990000000003e-05,8.466283000000001e-05,7.135184e-05,1.3310990000000003e-05,4.3896060000000005e-05,4.3896060000000005e-05,,0.00011256468,0.00011256468,,9.07754e-05,9.07754e-05,,2.178928e-05,2.178928e-05,,,,86.16,,,,,,,,,,
1978-07-01,5932.2,,809.0,8.090000000000002e-09,2.4727240000000002e-05,1.6508360000000003e-05,8.21888e-06,6.089070000000001e-05,5.0970060000000006e-05,5.874936e-05,0.00013375514,,,,0.00013844465000000002,0.00012487905,1.3565600000000001e-05,9.306277000000001e-05,7.949717000000001e-05,1.3565600000000001e-05,4.5381880000000005e-05,4.5381880000000005e-05,,0.00012352788000000002,0.00012352788000000002,,9.984225e-05,9.984225e-05,,2.3685630000000004e-05,2.3685630000000004e-05,,,,82.56,,,,,,,,,,
1978-08-01,6148.3,,834.0,8.34e-09,2.5192500000000003e-05,1.6613660000000004e-05,8.578840000000001e-06,6.191005e-05,5.292609e-05,6.139771e-05,0.00014578317000000002,,,,0.00015323613,0.00013951131000000002,1.372482e-05,0.00010218277,8.845795000000001e-05,1.372482e-05,5.1053360000000005e-05,5.1053360000000005e-05,,0.00013586357,0.00013586357,,0.00011017998000000002,0.00011017998000000002,,2.5683590000000002e-05,2.5683590000000002e-05,,,,81.12,,,,,,,,,,
1978-09-01,6090.4,,870.0,8.7e-09,2.7207400000000003e-05,1.8420920000000003e-05,8.786480000000002e-06,6.767085e-05,5.5545510000000006e-05,6.474769e-05,0.00015501237,,,,0.00016022611000000004,0.00014636786000000004,1.3858250000000002e-05,0.00010954334000000003,9.568509000000002e-05,1.3858250000000002e-05,5.068277000000001e-05,5.068277000000001e-05,,0.00014343706000000003,0.00014343706000000003,,0.00011659214000000002,0.00011659214000000002,,2.6844920000000003e-05,2.6844920000000003e-05,,,,74.88,,,,,,,,,,
1978-10-01,5932.0,,911.0,9.11e-09,2.960441e-05,2.0272150000000002e-05,9.332260000000001e-06,6.388307e-05,6.126187000000002e-05,7.085785000000001e-05,0.00016645662,,,,0.00017838167,0.00016437586,1.4005810000000001e-05,0.00012153167,0.00010752586,1.4005810000000001e-05,5.6850000000000006e-05,5.6850000000000006e-05,,0.00015316808000000003,0.00015316808000000003,,0.00012417226000000002,0.00012417226000000002,,2.8995820000000003e-05,2.8995820000000003e-05,,,,77.28,,,,,,,,,,
1978-11-01,5591.3,,961.0,9.610000000000001e-09,3.2707310000000005e-05,2.163464e-05,1.1072670000000001e-05,6.434776000000001e-05,6.513198000000001e-05,7.587248000000001e-05,0.00017964916000000003,,,,0.00019254389,0.00017765652000000003,1.488737e-05,0.0001347967,0.00011990933000000002,1.488737e-05,5.774719e-05,5.774719e-05,,0.00016522024,0.00016522024,,0.00013516297,0.00013516297,,3.0057270000000002e-05,3.0057270000000002e-05,,,,80.76,,,,,,,,,,
1978-12-01,5828.9,,1007.0,1.0070000000000002e-08,4.3231440000000004e-05,3.278747000000001e-05,1.044397e-05,7.117461e-05,7.622061000000001e-05,8.712496000000001e-05,0.00019385229,,,,0.00020707514000000004,0.00019059852000000003,1.6476620000000002e-05,0.00014833827000000003,0.00013186165000000002,1.6476620000000002e-05,5.873687e-05,5.873687e-05,,0.00016891604000000002,0.00016891604000000002,,0.00014032330000000003,0.00014032330000000003,,2.8592740000000004e-05,2.8592740000000004e-05,,,,84.0,,,,,,,,,,
1979-01-01,6023.1,,1059.0,1.0590000000000001e-08,4.142923e-05,2.8754700000000004e-05,1.267453e-05,7.191216000000001e-05,8.115945e-05,9.271219e-05,0.00021571987000000003,,,,0.00023106520000000007,0.00021192424000000004,1.9140960000000002e-05,0.00015783431000000004,0.00014131792000000003,1.6516390000000003e-05,7.323089000000002e-05,7.060632000000002e-05,2.6245700000000003e-06,0.00019602943000000003,0.00019602943000000003,,0.00016063122000000002,0.00016063122000000002,,3.5398210000000003e-05,3.5398210000000003e-05,,,,81.36,,,,,,,,,,
1979-02-01,6282.9,,1108.0,1.108e-08,4.4169690000000004e-05,2.9828150000000003e-05,1.4341540000000003e-05,7.376740000000001e-05,8.159334000000001e-05,9.441003e-05,0.00022933980000000004,,,,0.00024695442,0.00022491041000000003,2.2044010000000002e-05,0.00017074576000000003,0.00015135329000000002,1.9392470000000002e-05,7.620866e-05,7.355712000000001e-05,2.65154e-06,0.00020919191000000003,0.00020919191000000003,,0.00017601006000000002,0.00017601006000000002,,3.3181850000000005e-05,3.3181850000000005e-05,,,,76.32,,,,,,,,,,
1979-03-01,675.8,,1160.0,1.1600000000000001e-08,4.6433080000000006e-05,3.1715880000000004e-05,1.4717200000000002e-05,8.137759000000002e-05,8.732347000000001e-05,0.00010094656,0.00024692695,,,,0.00026580294,0.00023874474000000001,2.70582e-05,0.0001854608,0.00016400343,2.145737e-05,8.034214000000002e-05,7.474131000000002e-05,5.60083e-06,0.00022487633000000003,0.00022487633000000003,,0.00019015297000000002,0.00019015297000000002,,3.4723360000000004e-05,3.4723360000000004e-05,,,,76.32,,,74.75,,,,,,,
1979-04-01,7270.3,,1213.0,1.2130000000000002e-08,4.9956450000000005e-05,3.3212740000000004e-05,1.674371e-05,8.910094000000001e-05,9.25962e-05,0.00010690389,0.00026728358,,,,0.0002868891200000001,0.00025577466,3.1114460000000006e-05,0.00020259427000000004,0.00017767558000000004,2.4918690000000002e-05,8.429485000000002e-05,7.809908000000002e-05,6.1957700000000005e-06,0.00024393000000000003,0.00024393000000000003,,0.00020882681000000003,0.00020882681000000003,,3.5103190000000006e-05,3.5103190000000006e-05,,,,77.04,,,98.6,,,,,,,
1979-05-01,7595.7,,1267.0,1.2670000000000002e-08,5.3376480000000005e-05,3.532381e-05,1.8052670000000002e-05,9.197913000000002e-05,0.00010280638,0.00011922770000000001,0.00029553137,,,,0.00031524858000000003,0.00027943224000000005,3.581634000000001e-05,0.00022538793000000004,0.00019609418000000002,2.9293750000000004e-05,8.986065000000002e-05,8.333806000000001e-05,6.522590000000001e-06,0.00027010482000000004,0.00027010482000000004,,0.00023014818000000002,0.00023014818000000002,,3.9956640000000006e-05,3.9956640000000006e-05,,,,78.0,,,73.72,,,,,,,
