indice_tiempo,reservas_internacionales_bcra_saldos,reservas_internacionales_bcra_prom_mensual_de_saldos_diarios,tipo_de_cambio_moneda_de_cada_momento,tipo_de_cambio_en_pesos_equivalentes,agregados_monetarios_en_pesos_bym_totales,agregados_monetarios_en_pesos_bym_en_circulacion,agregados_monetarios_en_pesos_bym_en_entidades,agregados_monetarios_en_pesos_bm,agregados_monetarios_en_pesos_m1,agregados_monetarios_en_pesos_m2,agregados_monetarios_en_pesos_m3,agregados_usd_m1,agregados_usd_m2,agregados_usd_m3,prestamos_totales_total,prestamos_totales_pesos,prestamos_totales_usd,prestamos_al_sector_privado_total,prestamos_al_sector_privado_pesos,prestamos_al_sector_privado_usd,prestamos_al_sector_publico_total,prestamos_al_sector_publico_pesos,prestamos_al_sector_publico_usd,depositos_totales_total,depositos_totales_pesos,depositos_totales_usd,depositos_al_sector_privado_total,depositos_al_sector_privado_pesos,depositos_al_sector_privado_usd,depositos_al_sector_publico_total,depositos_al_sector_publico_pesos,depositos_al_sector_publico_usd,tasa_interes_deposito_caja_de_ahorro_pesos,tasa_interes_deposito_caja_de_ahorro_usd,tasa_interes_deposito_plazo_fijo_30_59d_pesos,tasa_interes_deposito_plazo_fijo_30_59d_usd,tasa_interes_obligaciones_entidades_financieras_exterior,tasa_interes_prestamos_interfinancieros_hasta_15d_pesos,tasa_interes_prestamos_interfinancieros_hasta_15d_plazo_usd,tasa_interes_prestamos_empresas_primera_linea_30d_pesos,tasa_interes_prestamos_empresas_primera_linea_30d_plazo_usd,tasa_interes_adelantos_en_cc_sect_priv_no_financiero_pesos,tasa_interes_adelantos_en_cc_al_sect_priv_no_financiero_usd,tasa_interes_prestamos_hipot_sect_priv_5_10_anios_pesos,tasa_interes_prestamos_hipotecarios_sect_priv_5_10_anios_usd
1958-02-01,309.1,,37.86,3.786e-12,5.24137e-09,4.105440000000001e-09,1.1359300000000002e-09,6.3919600000000016e-09,8.56802e-09,1.0896060000000003e-08,1.1598780000000003e-08,,,,1.3165990000000002e-08,1.2834040000000002e-08,3.319500000000001e-10,8.227840000000001e-09,7.895890000000001e-09,3.319500000000001e-10,4.938150000000001e-09,4.938150000000001e-09,,7.704240000000001e-09,7.704240000000001e-09,,5.926970000000001e-09,5.926970000000001e-09,,1.7772700000000002e-09,1.7772700000000002e-09,,,,,,,,,,,,,,
1958-03-01,303.4,,38.71,3.871000000000001e-12,5.359160000000001e-09,4.065890000000001e-09,1.2932700000000002e-09,6.582210000000001e-09,8.773450000000001e-09,1.1046130000000002e-08,1.1916190000000002e-08,,,,1.3731950000000004e-08,1.3391460000000002e-08,3.4049000000000003e-10,8.474650000000002e-09,8.134160000000002e-09,3.4049000000000003e-10,5.257300000000001e-09,5.257300000000001e-09,,8.101110000000001e-09,8.101110000000001e-09,,6.264790000000001e-09,6.264790000000001e-09,,1.8363200000000001e-09,1.8363200000000001e-09,,,,,,,,,,,,,,
1958-04-01,268.9,,41.29,4.129000000000001e-12,5.301680000000001e-09,4.097640000000001e-09,1.2040400000000001e-09,6.357240000000001e-09,8.683870000000002e-09,1.1001990000000002e-08,1.1814860000000002e-08,,,,1.3705460000000002e-08,1.3391200000000001e-08,3.1426000000000006e-10,8.425950000000001e-09,8.11169e-09,3.1426000000000006e-10,5.279510000000001e-09,5.279510000000001e-09,,7.968000000000002e-09,7.968000000000002e-09,,6.1536000000000016e-09,6.1536000000000016e-09,,1.8144000000000003e-09,1.8144000000000003e-09,,,,,,,,,,,,,,
1958-05-01,254.6,,42.2,4.220000000000001e-12,5.279650000000001e-09,4.16891e-09,1.1107400000000002e-09,6.372890000000001e-09,8.785590000000002e-09,1.1149800000000001e-08,1.1934470000000002e-08,,,,1.386595e-08,1.357637e-08,2.8958000000000005e-10,8.53877e-09,8.249190000000001e-09,2.8958000000000005e-10,5.327180000000001e-09,5.327180000000001e-09,,8.016350000000001e-09,8.016350000000001e-09,,6.150140000000001e-09,6.150140000000001e-09,,1.8662100000000003e-09,1.8662100000000003e-09,,,,,,,,,,,,,,
1958-06-01,247.0,,42.12,4.212e-12,5.348620000000001e-09,4.222520000000001e-09,1.1261e-09,6.625500000000001e-09,8.852950000000002e-09,1.1264300000000002e-08,1.2049770000000001e-08,,,,1.4101440000000003e-08,1.380715e-08,2.942900000000001e-10,8.780280000000001e-09,8.48599e-09,2.942900000000001e-10,5.321160000000001e-09,5.321160000000001e-09,,8.078260000000001e-09,8.078260000000001e-09,,6.218290000000001e-09,6.218290000000001e-09,,1.8599700000000004e-09,1.8599700000000004e-09,,,,,,,,,,,,,,
1958-07-01,279.0,,42.71,4.271000000000001e-12,5.451780000000001e-09,4.3580900000000014e-09,1.0936900000000002e-09,6.8799000000000014e-09,9.173040000000002e-09,1.1646830000000002e-08,1.2445630000000002e-08,,,,1.4555400000000002e-08,1.4267710000000003e-08,2.8769000000000007e-10,9.033960000000002e-09,8.746270000000003e-09,2.8769000000000007e-10,5.521440000000001e-09,5.521440000000001e-09,,8.338550000000002e-09,8.338550000000002e-09,,6.307260000000001e-09,6.307260000000001e-09,,2.0312900000000003e-09,2.0312900000000003e-09,,,,,,,,,,,,,,
1958-08-01,258.3,,45.16,4.5160000000000005e-12,5.57289e-09,4.4860000000000004e-09,1.0868900000000002e-09,7.014130000000001e-09,9.454660000000002e-09,1.1980350000000003e-08,1.2772660000000002e-08,,,,1.493423e-08,1.4652990000000002e-08,2.8124000000000005e-10,9.32038e-09,9.03914e-09,2.8124000000000005e-10,5.613850000000001e-09,5.613850000000001e-09,,8.537580000000002e-09,8.537580000000002e-09,,6.456810000000001e-09,6.456810000000001e-09,,2.0807700000000005e-09,2.0807700000000005e-09,,,,,,,,,,,,,,
1958-09-01,232.2,,49.56,4.956000000000001e-12,5.719390000000002e-09,4.630400000000001e-09,1.0889900000000002e-09,7.601510000000002e-09,9.823260000000001e-09,1.2381300000000001e-08,1.3463870000000004e-08,,,,1.5468400000000002e-08,1.51986e-08,2.6980000000000004e-10,9.625820000000002e-09,9.356020000000001e-09,2.6980000000000004e-10,5.842580000000001e-09,5.842580000000001e-09,,9.084160000000002e-09,9.084160000000002e-09,,7.024830000000001e-09,7.024830000000001e-09,,2.05933e-09,2.05933e-09,,,,,,,,,,,,,,
1958-10-01,186.7,,61.21,6.121000000000001e-12,5.9466300000000014e-09,4.801200000000001e-09,1.1454300000000003e-09,7.875050000000002e-09,1.027148e-08,1.2840600000000002e-08,1.3978160000000004e-08,,,,1.6123180000000003e-08,1.584226e-08,2.8092000000000005e-10,9.980480000000002e-09,9.699560000000001e-09,2.8092000000000005e-10,6.142700000000001e-09,6.142700000000001e-09,,9.427630000000001e-09,9.427630000000001e-09,,7.308180000000001e-09,7.308180000000001e-09,,2.11945e-09,2.11945e-09,,,,,,,,,,,,,,
1958-11-01,187.2,,71.77,7.177000000000001e-12,6.345580000000001e-09,5.052370000000001e-09,1.2932100000000001e-09,7.800290000000002e-09,1.0692990000000002e-08,1.3368920000000003e-08,1.4613950000000002e-08,,,,1.6687860000000002e-08,1.6414100000000003e-08,2.7376000000000005e-10,1.0305570000000002e-08,1.0031810000000002e-08,2.7376000000000005e-10,6.382290000000001e-09,6.382290000000001e-09,,9.812240000000001e-09,9.812240000000001e-09,,7.62525e-09,7.62525e-09,,2.18699e-09,2.18699e-09,,,,,,,,,,,,,,
1958-12-01,179.1,,66.11,6.611000000000001e-12,7.135240000000001e-09,6.022770000000001e-09,1.1124700000000002e-09,8.580130000000001e-09,1.1902360000000002e-08,1.4618730000000002e-08,1.593224e-08,,,,1.8163510000000002e-08,1.7874660000000004e-08,2.8885000000000004e-10,1.0827860000000001e-08,1.053901e-08,2.8885000000000004e-10,7.335650000000001e-09,7.335650000000001e-09,,1.0240130000000001e-08,1.0240130000000001e-08,,7.88476e-09,7.88476e-09,,2.3553700000000003e-09,2.3553700000000003e-09,,,,,,,,,,,,,,
